編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPQPMLKMOHGGFKD58CC,23,5.54,共有部分,鋼筋混凝土造,87年10月26日,十一層,
RPQPMLKMOHGGFKD58CC,23,13.40,共有部分,鋼筋混凝土造,87年10月26日,十一層,
RPXPMLTLOHGGFKD47CC,28,19.62,住家用,鋼筋混凝土造,82年5月26日,八層,
RPXPMLTLOHGGFKD47CC,28,21.95,共有部分,鋼筋混凝土造,82年5月26日,八層,
RPTPMLTLOHGGFKD07CC,7,16.53,停車空間，住宅,鋼筋混凝土構造,103年7月15日,四層,
RPRNMLKMOHGGFHD18CC,6,186.39,廠房,鋼骨構造,104年9月3日,一層,
RPRNMLKMOHGGFHD18CC,6,186.39,廠房,鋼骨構造,104年9月3日,一層,
RPRNMLKMOHGGFHD18CC,6,186.39,廠房,鋼骨構造,104年9月3日,一層,
RPSQMLKMOHGGFKD88CC,31,153.33,住家用,鋼筋混凝土造,79年2月5日,三層,
RPUNMLKMOHGGFDD08CC,38,84.58,住家用,鋼筋混凝土造,72年6月22日,五層,
RPRQMLKMOHGGFKD78CC,30,21.85,住家用,鋼筋混凝土造,80年10月22日,八層,
RPRQMLKMOHGGFKD78CC,30,16.20,共有部分,鋼筋混凝土造,80年10月22日,八層,
RPQOMLKMOHGGFAD47CC,35,56.13,住家用,鋼筋混凝土造,75年1月21日,十二層,
RPQOMLKMOHGGFAD47CC,35,9.87,共有部分,鋼筋混凝土造,75年1月21日,十二層,
RPXNMLLJPHGGFAD97CC,31,15.90,住家用,鋼筋混凝土造,79年6月15日,六層,
RPXNMLLJPHGGFAD97CC,31,4.80,共有部分,鋼筋混凝土造,79年6月15日,六層,
RPXNMLLJPHGGFAD97CC,31,3.95,共有部分,鋼筋混凝土造,79年6月15日,六層,
RPPOMLLJPHGGFAD27CC,28,26.45,住商用,鋼筋混凝土造,82年5月12日,四層,
RPPRMLLJPHGGFAD57CC,32,231.46,住家用,鋼筋混凝土造,78年8月11日,四層,
RPSOMLLJPHGGFBD67CC,16,144.03,住宅，停車空間,鋼筋混凝土造,94年5月27日,三層,
RPTNMLLJPHGGFCD77CC,45,219.74,廠房、辦公室,鋼筋混凝土造,65年2月23日,二層,
